 , , , , , , , ,ACTURAL, , , , , , , , , , , , , , , , , ,COMMAND, , , , , , , , , 
acs1,acs2,acs3,acs4,acs5,acs6,pcs1,pcs2,pcs3,pcs4,pcs5,pcs6,current1,current2,current3,current4,current5,current6,acs1,acs2,acs3,acs4,acs5,acs6,pcs1,pcs2,pcs3,pcs4,pcs5,pcs6,current1,current2,current3,current4,current5,current6
56.4819,-55.0152,34.6146,-21.7257,111.545,132.076,419.999,518.765,280.303,-179.954,29.9552,100.167,0.505733,2.46437,-1.60395,-0.541549,0.0705252,0.472691,56.5068,-55.1668,34.3736,-21.7341,111.666,132.14,420,519.309,280.179,-179.977,29.9765,100.085,0.985794,-0.960197,0.604139,-0.379185,1.94682,2.30517
56.4929,-55.087,34.5049,-21.7295,111.6,132.107,420.005,519.029,280.21,-179.964,29.9674,100.126,0.524851,2.5429,-1.67363,-0.532521,0.045233,0.531746,56.5146,-55.2143,34.2987,-21.7367,111.703,132.158,420,519.497,280.13,-179.984,29.9837,100.059,0.985987,-0.96145,0.602225,-0.379252,1.94778,2.30571
56.5008,-55.1367,34.4194,-21.7321,111.64,132.128,420.016,519.231,280.207,-179.977,29.9703,100.094,0.560295,2.46793,-1.82087,-0.545811,0.121529,0.532364,56.5198,-55.2462,34.2485,-21.7383,111.728,132.17,420,519.625,280.097,-179.989,29.9884,100.042,0.986125,-0.962317,0.600731,-0.379297,1.94849,2.30608
56.5098,-55.1859,34.3353,-21.735,111.682,132.149,420.012,519.433,280.202,-179.988,29.9749,100.065,0.579526,2.26716,-1.6503,-0.580407,0.233618,0.497696,56.5248,-55.2762,34.2012,-21.7399,111.751,132.18,420,519.745,280.066,-179.993,29.9927,100.026,0.986282,-0.963176,0.599265,-0.379348,1.94921,2.30643
56.5171,-55.2314,34.2718,-21.7375,111.717,132.165,420.002,519.588,280.107,-179.988,29.9873,100.046,0.572416,2.09873,-1.52232,-0.583773,0.302526,0.460173,56.5285,-55.2984,34.1661,-21.741,111.768,132.187,420,519.836,280.042,-179.996,29.9957,100.015,0.98641,-0.963969,0.598156,-0.379391,1.94983,2.30671
56.5232,-55.2673,34.223,-21.7393,111.743,132.176,419.993,519.714,280.02,-179.987,29.9964,100.033,0.565086,2.30958,-1.62725,-0.560935,0.289145,0.419292,56.5312,-55.3141,34.1414,-21.7417,111.78,132.192,420,519.902,280.026,-179.998,29.9977,100.008,0.986516,-0.964597,0.597304,-0.379422,1.95028,2.3069
56.5267,-55.2897,34.1884,-21.7402,111.76,132.183,419.994,519.798,279.993,-179.989,29.9996,100.023,0.541226,2.58479,-1.76677,-0.548916,0.243787,0.402096,56.5327,-55.3231,34.1272,-21.7421,111.787,132.195,420,519.94,280.016,-179.999,29.9988,100.004,0.986577,-0.964988,0.5967,-0.379438,1.95057,2.30703
56.5293,-55.3053,34.1629,-21.741,111.772,132.188,419.994,519.859,279.983,-179.991,30.0013,100.015,0.5326,2.70323,-1.86187,-0.542119,0.201788,0.398266,56.5338,-55.329,34.1177,-21.7424,111.791,132.196,420,519.966,280.009,-179.999,29.9994,100.002,0.986623,-0.965259,0.596256,-0.379452,1.95079,2.30712
56.531,-55.3173,34.1428,-21.7416,111.781,132.192,420,519.907,279.977,-179.994,30.0018,100.009,0.537172,2.72228,-1.89734,-0.548698,0.154386,0.391646,56.5344,-55.3327,34.1119,-21.7425,111.794,132.197,420,519.983,280.004,-180,29.9998,100.001,0.986652,-0.96547,0.595905,-0.379462,1.95094,2.30719
56.5326,-55.3273,34.1278,-21.742,111.788,132.195,420,519.945,279.962,-179.994,30.0033,100.005,0.556512,2.76165,-1.89628,-0.558572,0.111346,0.378127,56.5348,-55.335,34.1082,-21.7426,111.795,132.197,420,519.994,280.002,-180,30,100,0.98668,-0.965644,0.595642,-0.379469,1.95107,2.30723
56.5335,-55.3314,34.1195,-21.7422,111.792,132.196,419.999,519.966,279.969,-179.996,30.0028,100.003,0.567462,2.77244,-1.90524,-0.578892,0.090568,0.370709,56.535,-55.3358,34.107,-21.7426,111.796,132.197,420,519.998,280.001,-180,30,100,0.986696,-0.965716,0.595498,-0.379472,1.95113,2.30725
56.535,-55.3369,34.1075,-21.7426,111.796,132.197,419.999,519.998,279.986,-179.999,30.0012,100,0.558725,2.55427,-1.8339,-0.577895,0.0439482,0.351798,56.5349,-55.336,34.1066,-21.7425,111.796,132.197,420.001,519.999,280.001,-180,29.9999,100,0.986722,-0.96581,0.595288,-0.37948,1.95121,2.30728
56.5351,-55.3369,34.1069,-21.7427,111.796,132.197,419.999,520,279.989,-179.999,30.0011,100,0.556027,2.5715,-1.83535,-0.564753,0.0379132,0.332446,56.5344,-55.3355,34.1071,-21.7424,111.796,132.195,420.004,519.995,280.002,-179.999,29.9997,100.001,0.986724,-0.965811,0.595278,-0.379482,1.95121,2.30728
56.5352,-55.3369,34.1068,-21.7427,111.796,132.197,419.999,520,279.99,-179.999,30.0009,100,0.548597,2.58677,-1.81712,-0.550804,0.0314593,0.313055,56.5337,-55.3348,34.1078,-21.7421,111.796,132.194,420.008,519.989,280.005,-179.998,29.9994,100.002,0.986725,-0.965811,0.595275,-0.379481,1.95121,2.30728
56.5352,-55.337,34.1068,-21.7427,111.796,132.197,419.998,520.001,279.989,-179.999,30.001,100,0.53498,2.59997,-1.79679,-0.539569,0.012641,0.28364,56.5326,-55.3337,34.1089,-21.7417,111.795,132.191,420.015,519.98,280.01,-179.997,29.9989,100.004,0.986726,-0.965812,0.595275,-0.379481,1.95121,2.30728
56.5352,-55.3369,34.1068,-21.7427,111.796,132.197,419.998,520.001,279.989,-179.999,30.001,100.001,0.514136,2.63354,-1.77526,-0.526528,-0.00952759,0.233823,56.531,-55.3322,34.1105,-21.7411,111.795,132.187,420.026,519.967,280.016,-179.995,29.9981,100.007,0.986726,-0.965812,0.595277,-0.379481,1.95121,2.30727
56.5351,-55.3368,34.1069,-21.7425,111.796,132.196,419.999,520.001,279.99,-179.998,30.0005,100.002,0.468926,2.72442,-1.73132,-0.47931,-0.0367436,0.132548,56.5282,-55.3295,34.1132,-21.74,111.793,132.181,420.044,519.943,280.028,-179.991,29.9967,100.012,0.986724,-0.965809,0.595277,-0.379478,1.95121,2.30725
56.535,-55.3365,34.1072,-21.7421,111.795,132.193,420.001,520.001,279.99,-179.997,29.9998,100.006,0.397376,2.82824,-1.66784,-0.424765,-0.0545634,0.00731892,56.5249,-55.3263,34.1165,-21.7387,111.792,132.173,420.065,519.916,280.042,-179.987,29.9952,100.018,0.986721,-0.965805,0.595283,-0.379472,1.95119,2.3072
56.5346,-55.3361,34.108,-21.7414,111.794,132.186,420.003,519.999,279.988,-179.993,29.999,100.013,0.295471,2.97551,-1.57929,-0.35238,-0.0659213,-0.144798,56.5205,-55.322,34.1208,-21.737,111.791,132.163,420.093,519.879,280.06,-179.981,29.993,100.025,0.986715,-0.965798,0.595296,-0.379459,1.95118,2.30709
56.534,-55.3351,34.11,-21.7403,111.793,132.178,420.004,519.994,279.985,-179.987,29.9983,100.023,0.183756,3.18833,-1.47221,-0.276251,-0.0692897,-0.261961,56.5148,-55.3164,34.1265,-21.7348,111.788,132.15,420.131,519.83,280.084,-179.974,29.9902,100.035,0.986705,-0.96578,0.595331,-0.37944,1.95116,2.30694
56.5316,-55.3326,34.114,-21.7386,111.791,132.167,420.018,519.972,279.985,-179.98,29.9968,100.034,0.0350163,3.45778,-1.36123,-0.208197,-0.080092,-0.308384,56.5059,-55.3076,34.1353,-21.7314,111.785,132.129,420.19,519.753,280.122,-179.962,29.9858,100.051,0.986663,-0.965736,0.595401,-0.37941,1.95113,2.30675
56.5258,-55.3288,34.1192,-21.7363,111.789,132.154,420.06,519.922,279.993,-179.971,29.9948,100.045,-0.119131,3.70816,-1.2886,-0.174743,-0.0843014,-0.316836,56.4964,-55.2984,34.1446,-21.7278,111.781,132.107,420.253,519.672,280.162,-179.949,29.9811,100.068,0.986561,-0.96567,0.595492,-0.37937,1.95109,2.30653
56.519,-55.3232,34.1261,-21.7337,111.787,132.139,420.107,519.862,280.01,-179.961,29.9923,100.057,-0.244242,3.94657,-1.24968,-0.140498,-0.0876286,-0.304943,56.4849,-55.2871,34.156,-21.7233,111.777,132.08,420.329,519.573,280.211,-179.934,29.9753,100.089,0.986443,-0.965571,0.595614,-0.379325,1.95105,2.30626
56.5053,-55.3112,34.1382,-21.729,111.782,132.11,420.206,519.741,280.064,-179.944,29.9858,100.079,-0.326528,4.17587,-1.2403,-0.105625,-0.0818204,-0.268213,56.465,-55.2676,34.1757,-21.7157,111.769,132.033,420.462,519.4,280.296,-179.907,29.9653,100.125,0.986203,-0.965362,0.595824,-0.379242,1.95096,2.30576
56.4942,-55.2993,34.1492,-21.7245,111.777,132.084,420.281,519.641,280.124,-179.929,29.9792,100.099,-0.333186,4.26803,-1.22197,-0.079833,-0.066823,-0.233594,56.4477,-55.2507,34.1928,-21.709,111.762,131.993,420.578,519.249,280.371,-179.884,29.9566,100.156,0.98601,-0.965155,0.596017,-0.379164,1.95088,2.3053
56.484,-55.2886,34.1598,-21.7207,111.773,132.06,420.351,519.548,280.175,-179.915,29.9738,100.119,-0.346441,4.3037,-1.20789,-0.0583695,-0.0623009,-0.211408,56.4319,-55.2352,34.2084,-21.7029,111.756,131.956,420.684,519.111,280.439,-179.862,29.9486,100.185,0.985831,-0.964968,0.596201,-0.379098,1.95081,2.30488
56.4659,-55.2701,34.179,-21.7135,111.766,132.019,420.473,519.383,280.256,-179.89,29.9643,100.151,-0.397342,4.32466,-1.21845,-0.0401014,-0.043768,-0.20034,56.4045,-55.2084,34.2355,-21.6924,111.746,131.892,420.867,518.872,280.557,-179.825,29.9347,100.235,0.985517,-0.964645,0.596536,-0.378972,1.95069,2.30417
56.4438,-55.2461,34.2001,-21.705,111.758,131.97,420.625,519.184,280.385,-179.863,29.9507,100.189,-0.445979,4.29436,-1.21826,-0.0205311,-0.0213592,-0.23888,56.3725,-55.1771,34.2671,-21.6801,111.733,131.817,421.082,518.592,280.695,-179.782,29.9183,100.293,0.985129,-0.964227,0.596905,-0.378824,1.95054,2.3033
56.4208,-55.2222,34.2212,-21.6966,111.749,131.918,420.786,518.978,280.515,-179.835,29.937,100.228,-0.461832,4.16772,-1.19431,0.000896835,-0.00225261,-0.332499,56.3421,-55.1473,34.2973,-21.6684,111.722,131.746,421.286,518.324,280.826,-179.741,29.9026,100.348,0.984728,-0.963809,0.597273,-0.378677,1.95039,2.3024
56.3956,-55.1966,34.245,-21.6872,111.74,131.86,420.96,518.752,280.645,-179.802,29.9227,100.273,-0.460186,4.00011,-1.14538,0.0143896,0.0106987,-0.427135,56.3078,-55.1138,34.3311,-21.6552,111.709,131.666,421.516,518.023,280.974,-179.695,29.8849,100.41,0.984288,-0.963362,0.597688,-0.378513,1.95023,2.30139
56.3623,-55.163,34.2769,-21.6743,111.727,131.776,421.19,518.456,280.81,-179.754,29.9034,100.341,-0.45493,3.80768,-1.05541,0.0370235,0.0347536,-0.46111,56.2616,-55.0685,34.3768,-21.6374,111.691,131.557,421.827,517.616,281.175,-179.632,29.8609,100.495,0.983708,-0.962775,0.598245,-0.378287,1.95,2.29993
56.3267,-55.1288,34.312,-21.6607,111.713,131.694,421.436,518.136,280.96,-179.705,29.8851,100.406,-0.468979,3.73064,-0.960905,0.0564065,0.0641344,-0.369778,56.2184,-55.0262,34.4195,-21.6208,111.674,131.457,422.116,517.234,281.362,-179.574,29.8383,100.573,0.983086,-0.962179,0.598858,-0.37805,1.94976,2.2985
56.2945,-55.098,34.3433,-21.648,111.7,131.622,421.658,517.849,281.098,-179.663,29.8679,100.463,-0.507094,3.74842,-0.886353,0.0797075,0.0892639,-0.288372,56.1708,-54.9796,34.4666,-21.6025,111.656,131.345,422.436,516.813,281.568,-179.51,29.8133,100.66,0.982524,-0.961641,0.599403,-0.37783,1.94954,2.29723
56.2458,-55.0494,34.392,-21.6293,111.682,131.508,421.989,517.407,281.319,-179.595,29.842,100.553,-0.571549,3.82763,-0.801865,0.116783,0.110579,-0.355775,56.1075,-54.9177,34.5291,-21.5782,111.631,131.197,422.86,516.253,281.842,-179.424,29.7798,100.776,0.981674,-0.960794,0.600254,-0.377502,1.94922,2.29525
56.1998,-55.0054,34.4387,-21.612,111.665,131.396,422.303,516.989,281.505,-179.528,29.8196,100.644,-0.602926,3.84306,-0.773324,0.146401,0.134687,-0.421086,56.0494,-54.8608,34.5866,-21.5558,111.609,131.061,423.248,515.737,282.094,-179.346,29.7488,100.881,0.980871,-0.960025,0.601069,-0.3772,1.94892,2.29329
56.1487,-54.9588,34.4908,-21.5928,111.646,131.283,422.651,516.525,281.682,-179.457,29.7966,100.734,-0.607799,3.89186,-0.823137,0.173109,0.145052,-0.338869,55.9861,-54.7989,34.6491,-21.5315,111.585,130.913,423.671,515.174,282.368,-179.261,29.7149,100.997,0.979979,-0.959212,0.601979,-0.376866,1.94859,2.29132
56.0686,-54.8817,34.5705,-21.5621,111.616,131.099,423.194,515.799,282.019,-179.347,29.7552,100.879,-0.558768,4.16769,-1.03273,0.203089,0.0963905,-0.350878,55.8886,-54.7034,34.7456,-21.494,111.547,130.685,424.321,514.305,282.791,-179.131,29.662,101.174,0.978581,-0.957866,0.603369,-0.37633,1.94807,2.28811
56.0206,-54.8311,34.617,-21.5434,111.597,130.98,423.519,515.366,282.278,-179.282,29.7254,100.974,-0.542655,4.22925,-1.09176,0.2137,0.0602211,-0.387776,55.8279,-54.644,34.8056,-21.4706,111.523,130.543,424.725,513.763,283.054,-179.05,29.6288,101.285,0.977744,-0.956984,0.60418,-0.376003,1.94774,2.28604
55.9418,-54.7505,34.6919,-21.5129,111.567,130.803,424.055,514.656,282.683,-179.183,29.6778,101.109,-0.580848,3.97562,-0.994256,0.220506,-0.00438526,-0.358488,55.7298,-54.548,34.9026,-21.4329,111.486,130.314,425.376,512.886,283.479,-178.919,29.5747,101.463,0.976369,-0.955577,0.605488,-0.37547,1.94722,2.28294
55.8687,-54.6802,34.7633,-21.4844,111.54,130.624,424.55,513.996,282.996,-179.079,29.6374,101.253,-0.622378,3.76425,-0.821846,0.235099,-0.0657679,-0.393671,55.6413,-54.4614,34.9901,-21.3989,111.452,130.107,425.962,512.093,283.862,-178.802,29.5255,101.624,0.975093,-0.954349,0.606734,-0.374973,1.94673,2.27982
55.775,-54.5923,34.8611,-21.4479,111.502,130.412,425.177,513.141,283.331,-178.949,29.5906,101.423,-0.654819,3.83463,-0.736771,0.194549,-0.150358,-0.370984,55.5268,-54.3493,35.1033,-21.3549,111.407,129.839,426.717,511.065,284.357,-178.651,29.4611,101.831,0.973457,-0.952815,0.60844,-0.374337,1.94608,2.27611
55.6846,-54.5071,34.9495,-21.4144,111.468,130.201,425.79,512.321,283.698,-178.826,29.5426,101.588,-0.640699,4.08606,-0.893894,0.145334,-0.200368,-0.364412,55.4242,-54.2488,35.2047,-21.3154,111.368,129.599,427.392,510.141,284.801,-178.516,29.4027,102.017,0.971879,-0.951329,0.609983,-0.373752,1.94549,2.27244
55.5984,-54.4153,35.0339,-21.3804,111.432,129.996,426.368,511.541,284.163,-178.717,29.4851,101.748,-0.610158,4.22737,-0.997131,0.12187,-0.219297,-0.377758,55.3147,-54.1417,35.3129,-21.2733,111.326,129.343,428.109,509.154,285.274,-178.373,29.3398,102.215,0.970375,-0.949725,0.611457,-0.373158,1.94485,2.26886
55.4989,-54.3176,35.1285,-21.3428,111.393,129.77,427.04,510.643,284.626,-178.592,29.4255,101.922,-0.652621,3.9669,-0.873672,0.116633,-0.174017,-0.379637,55.1985,-54.0279,35.4279,-21.2286,111.281,129.072,428.869,508.103,285.776,-178.221,29.2722,102.425,0.968639,-0.948021,0.613107,-0.372502,1.94417,2.26491
55.3706,-54.1953,35.2612,-21.2937,111.344,129.465,427.886,509.461,285.114,-178.412,29.3577,102.165,-0.673473,3.80191,-0.777397,0.12776,-0.0580792,-0.35756,55.0503,-53.8829,35.5744,-21.1716,111.224,128.725,429.833,506.759,286.415,-178.029,29.185,102.692,0.966399,-0.945886,0.615423,-0.371646,1.94331,2.2596
55.2601,-54.0883,35.3686,-21.2516,111.302,129.206,428.619,508.452,285.597,-178.265,29.2935,102.368,-0.653736,3.95731,-0.904417,0.151675,0.0382122,-0.370214,54.9198,-53.7552,35.7034,-21.1214,111.173,128.42,430.678,505.572,286.978,-177.861,29.1071,102.927,0.964471,-0.944019,0.617298,-0.370911,1.94259,2.25506
55.1414,-53.9701,35.4839,-21.206,111.259,128.93,429.399,507.363,286.152,-178.112,29.2218,102.581,-0.66724,4.03795,-0.906615,0.196414,0.0825103,-0.39049,54.7832,-53.6215,35.8384,-21.0689,111.121,128.101,431.559,504.326,287.566,-177.686,29.0246,103.172,0.962399,-0.941957,0.619311,-0.370115,1.94183,2.25025
54.9887,-53.8225,35.637,-21.1477,111.202,128.578,430.393,505.953,286.786,-177.911,29.1348,102.854,-0.689912,4.08842,-0.85135,0.257457,0.0231994,-0.406162,54.6116,-53.4535,36.0081,-21.0029,111.055,127.699,432.661,502.755,288.305,-177.467,28.9194,103.48,0.959735,-0.93938,0.621982,-0.369097,1.94084,2.24411
54.8581,-53.6889,35.7643,-21.0962,111.151,128.271,431.244,504.753,287.43,-177.747,29.0489,103.091,-0.655408,3.99482,-0.91551,0.269579,-0.0788156,-0.396044,54.4623,-53.3074,36.1556,-20.9455,110.997,127.35,433.613,501.385,288.946,-177.279,28.8266,103.747,0.957454,-0.937048,0.624204,-0.368199,1.93995,2.23875
54.7178,-53.5551,35.9038,-21.0421,111.096,127.945,432.156,503.465,287.992,-177.565,28.9647,103.344,-0.689471,3.73459,-0.841166,0.230175,-0.167895,-0.389833,54.3077,-53.156,36.3085,-20.886,110.937,126.989,434.595,499.962,289.61,-177.085,28.7293,104.023,0.955006,-0.934712,0.626639,-0.367254,1.93898,2.23306
54.567,-53.412,36.0561,-20.9848,111.034,127.594,433.137,502.077,288.571,-177.37,28.8742,103.617,-0.714199,3.8429,-0.87882,0.185117,-0.190325,-0.394217,54.1479,-52.9996,36.4665,-20.8245,110.876,126.615,435.604,498.487,290.295,-176.886,28.6273,104.307,0.952374,-0.932215,0.629297,-0.366254,1.9379,2.22693
54.3611,-53.2048,36.2562,-20.9057,110.954,127.103,434.457,500.173,289.547,-177.112,28.7377,103.994,-0.715439,4.00658,-0.956623,0.196408,-0.0495792,-0.395528,53.9158,-52.7725,36.696,-20.7353,110.786,126.072,437.058,496.338,291.287,-176.6,28.477,104.719,0.948781,-0.928598,0.63279,-0.364873,1.93651,2.21837
54.1998,-53.0486,36.4169,-20.8445,110.896,126.73,435.475,498.662,290.222,-176.907,28.6398,104.279,-0.729001,3.92947,-0.909743,0.251419,0.0284142,-0.391609,53.7445,-52.6048,36.8654,-20.6694,110.72,125.672,438.124,494.746,292.019,-176.391,28.3643,105.022,0.945964,-0.925872,0.635594,-0.363805,1.93551,2.21186
54.0382,-52.8881,36.5753,-20.781,110.835,126.346,436.491,497.158,290.952,-176.704,28.5319,104.574,-0.729867,3.82709,-0.901053,0.287819,-0.00287698,-0.383172,53.5687,-52.4327,37.0392,-20.6018,110.652,125.261,439.211,493.108,292.768,-176.178,28.2471,105.331,0.943144,-0.923071,0.63836,-0.362698,1.93444,2.20516
53.8997,-52.7575,36.7137,-20.7281,110.783,126.032,437.36,495.866,291.483,-176.532,28.4465,104.812,-0.747517,3.7886,-0.850085,0.287206,-0.0789356,-0.389659,53.425,-52.2921,37.1812,-20.5465,110.597,124.925,440.093,491.767,293.379,-176.005,28.1502,105.584,0.940727,-0.920792,0.640775,-0.361774,1.93352,2.19968
53.6622,-52.5222,36.9464,-20.6366,110.685,125.478,438.855,493.661,292.54,-176.252,28.2816,105.23,-0.743896,3.91366,-0.880045,0.188296,-0.195432,-0.397427,53.1674,-52.04,37.4359,-20.4475,110.498,124.322,441.663,489.354,294.472,-175.7,27.9739,106.035,0.936583,-0.916685,0.644836,-0.360177,1.93182,2.19
53.4851,-52.3496,37.1227,-20.5693,110.616,125.066,439.95,491.997,293.282,-176.038,28.1636,105.541,-0.751651,3.92072,-0.879531,0.167861,-0.117043,-0.408854,52.9789,-51.8555,37.6222,-20.375,110.425,123.882,442.801,487.582,295.27,-175.479,27.843,106.363,0.933491,-0.913673,0.647913,-0.359001,1.93062,2.1828
53.2636,-52.1314,37.3407,-20.4843,110.535,124.539,441.302,489.906,294.252,-175.768,28.0122,105.939,-0.75464,3.83104,-0.849443,0.216918,0.00982556,-0.401702,52.7481,-51.6296,37.8504,-20.2862,110.336,123.342,444.183,485.406,296.244,-175.211,27.6804,106.764,0.929625,-0.909865,0.651718,-0.357519,1.9292,2.17362
53.0728,-51.9452,37.5309,-20.41,110.464,124.096,442.45,488.099,295.05,-175.539,27.8822,106.272,-0.762245,3.82998,-0.841726,0.25037,0.00039593,-0.388733,52.5522,-51.4378,38.0441,-20.2109,110.261,122.884,445.346,483.553,297.07,-174.987,27.5405,107.102,0.926296,-0.906614,0.655037,-0.356222,1.92797,2.16588
52.8918,-51.7689,37.7082,-20.3403,110.394,123.679,443.547,486.394,295.817,-175.332,27.7544,106.58,-0.761921,3.85215,-0.867691,0.212076,-0.111679,-0.392789,52.3533,-51.2431,38.2407,-20.1344,110.184,122.419,446.517,481.667,297.906,-174.761,27.3967,107.445,0.923136,-0.903538,0.658133,-0.355005,1.92674,2.15861
52.685,-51.5659,37.9127,-20.2613,110.308,123.192,444.798,484.447,296.693,-175.097,27.6034,106.942,-0.738097,3.85453,-0.889349,0.133026,-0.171718,-0.40529,52.1516,-51.0457,38.4402,-20.0568,110.106,121.947,447.695,479.748,298.751,-174.536,27.2491,107.791,0.919527,-0.899994,0.661702,-0.353626,1.92523,2.15011
52.4637,-51.3508,38.1326,-20.177,110.224,122.672,446.108,482.34,297.604,-174.841,27.4464,107.328,-0.712515,3.8421,-0.891871,0.116628,-0.0497087,-0.389432,51.9061,-50.8054,38.6828,-19.9624,110.012,121.373,449.115,477.407,299.777,-174.264,27.0671,108.21,0.915664,-0.896241,0.665539,-0.352155,1.92376,2.14104
52.2643,-51.1525,38.3294,-20.0998,110.151,122.211,447.267,480.43,298.484,-174.618,27.3009,107.666,-0.728024,3.82365,-0.878262,0.155325,0.0323134,-0.395298,51.699,-50.6027,38.8876,-19.8828,109.932,120.889,450.301,475.426,300.641,-174.039,26.9116,108.562,0.912185,-0.89278,0.668975,-0.350807,1.92249,2.13298
52.0586,-50.9548,38.5341,-20.0199,110.073,121.724,448.459,478.463,299.299,-174.379,27.1515,108.027,-0.761012,3.88325,-0.908574,0.1817,-0.0294637,-0.381864,51.4898,-50.398,39.0944,-19.8023,109.851,120.4,451.488,473.419,301.51,-173.814,26.7527,108.916,0.908593,-0.889329,0.672547,-0.349414,1.92114,2.12449
51.7647,-50.6661,38.824,-19.9074,109.953,121.04,450.167,475.663,300.538,-174.067,26.9271,108.523,-0.785941,3.87273,-0.916414,0.139548,-0.160213,-0.383631,51.1939,-50.1083,39.387,-19.6885,109.737,119.708,453.148,470.571,302.737,-173.5,26.5249,109.414,0.903465,-0.88429,0.677606,-0.347449,1.91904,2.11255
51.5613,-50.4653,39.0232,-19.8293,109.875,120.561,451.326,473.709,301.417,-173.848,26.7707,108.871,-0.747579,3.77846,-0.89801,0.11483,-0.0629798,-0.367848,50.9806,-49.8995,39.5979,-19.6064,109.655,119.209,454.331,468.512,303.618,-173.278,26.3586,109.771,0.899914,-0.880785,0.681084,-0.346086,1.91768,2.10418
51.3527,-50.265,39.232,-19.7498,109.799,120.08,452.493,471.689,302.229,-173.62,26.6173,109.219,-0.733607,3.77025,-0.893594,0.150307,0.0311692,-0.383231,50.7659,-49.6894,39.8101,-19.5239,109.572,118.707,455.51,466.434,304.502,-173.058,26.1895,110.129,0.896274,-0.877289,0.684727,-0.344699,1.91635,2.09578
51.0952,-50.0088,39.4862,-19.6492,109.702,119.47,453.919,469.197,303.345,-173.348,26.4136,109.658,-0.782686,3.77882,-0.873544,0.186238,-0.0369522,-0.395676,50.5068,-49.4358,40.0663,-19.4243,109.472,118.101,456.918,463.92,305.566,-172.796,25.9831,110.559,0.891779,-0.872818,0.689165,-0.342942,1.91465,2.08515
50.8858,-49.8047,39.6915,-19.5694,109.615,118.986,455.093,467.186,304.205,-173.14,26.247,110.002,-0.810672,3.77839,-0.880903,0.1503,-0.143122,-0.403023,50.29,-49.2236,40.2806,-19.3409,109.388,117.594,458.082,461.81,306.453,-172.58,25.8084,110.917,0.888125,-0.869256,0.692748,-0.34155,1.91314,2.07669
50.6646,-49.5898,39.9119,-19.4851,109.529,118.467,456.303,465.037,305.086,-172.912,26.0733,110.373,-0.800334,3.75544,-0.90031,0.141109,-0.0973065,-0.386681,50.0725,-49.0107,40.4956,-19.2572,109.305,117.086,459.238,459.688,307.34,-172.367,25.6316,111.275,0.884264,-0.865505,0.696594,-0.340079,1.91164,2.06764
50.4504,-49.3774,40.1208,-19.4032,109.451,117.968,457.454,462.946,306.019,-172.7,25.9016,110.723,-0.759363,3.7247,-0.882563,0.189275,0.0106626,-0.377014,49.8547,-48.7974,40.711,-19.1734,109.221,116.576,460.385,457.557,308.227,-172.157,25.4528,111.631,0.880525,-0.861799,0.700239,-0.33865,1.91028,2.05893
50.192,-49.1264,40.3792,-19.3021,109.354,117.357,458.823,460.42,307.036,-172.433,25.6931,111.16,-0.757305,3.79852,-0.903005,0.246199,-0.0468528,-0.393325,49.593,-48.5413,40.9698,-19.0728,109.12,115.964,461.745,454.991,309.288,-171.908,25.2359,112.058,0.876016,-0.857417,0.704751,-0.336884,1.90858,2.04826
49.9704,-48.9088,40.5988,-19.2172,109.263,116.848,460.003,458.262,307.939,-172.228,25.511,111.512,-0.79869,3.77843,-0.91131,0.212644,-0.149438,-0.38618,49.3748,-48.3278,41.1854,-18.9889,109.036,115.454,462.865,452.847,310.169,-171.705,25.0534,112.411,0.872148,-0.85362,0.708582,-0.335403,1.907,2.03939
49.7572,-48.6994,40.8059,-19.1359,109.179,116.345,461.129,456.183,308.835,-172.028,25.3319,111.863,-0.831534,3.70098,-0.88334,0.186771,-0.121911,-0.386021,49.1567,-48.1143,41.401,-18.905,108.952,114.944,463.973,450.698,311.047,-171.505,24.8694,112.763,0.868426,-0.849965,0.712197,-0.333984,1.90553,2.0306
49.5355,-48.4866,41.0269,-19.0517,109.098,115.831,462.267,453.996,309.679,-171.813,25.1537,112.22,-0.816163,3.68113,-0.859726,0.220786,0.000817036,-0.399006,48.9386,-47.9008,41.6167,-18.8211,108.867,114.434,465.068,448.545,311.923,-171.308,24.684,113.113,0.864558,-0.84625,0.716054,-0.332515,1.90412,2.02164
49.2755,-48.2283,41.2838,-18.9504,109.001,115.22,463.58,451.428,310.773,-171.57,24.9331,112.644,-0.774722,3.68499,-0.824588,0.283853,-0.035277,-0.406321,48.6769,-47.6447,41.8754,-18.7205,108.767,113.822,466.366,445.956,312.969,-171.076,24.4597,113.531,0.860019,-0.841743,0.720538,-0.330747,1.90243,2.01096
49.0549,-48.0125,41.5015,-18.8652,108.91,114.705,464.707,449.267,311.653,-171.377,24.7432,112.996,-0.763054,3.70225,-0.860852,0.240411,-0.145519,-0.384846,48.4588,-47.4312,42.0911,-18.6366,108.682,113.312,467.433,443.794,313.838,-170.886,24.2712,113.878,0.856169,-0.837977,0.724338,-0.32926,1.90083,2.00199
48.8376,-47.8012,41.7194,-18.782,108.824,114.193,465.791,447.118,312.487,-171.179,24.5584,113.35,-0.765404,3.69189,-0.924378,0.188276,-0.125253,-0.346807,48.2407,-47.2177,42.3067,-18.5527,108.598,112.802,468.488,441.627,314.704,-170.7,24.0814,114.223,0.852377,-0.834289,0.728141,-0.327808,1.89934,1.99305
